,Main_Pollutant,Date,AQI_VALUE,Year,Month,Day,Hour,PM2.5,PM10,SO2,CO,Ozone,NO,NO2,NOx,maxtempC,mintempC,sunHour,uvIndex,uvIndex.1,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,PM10_AVG24H,PM2.5_AVG24H,SO2_AVG24H,CO_AVG8H,Ozone_AVG8H,NOx_AVG24H,PM10_SubIndex,PM2.5_SubIndex,SO2_SubIndex,CO_SubIndex,Ozone_SubIndex,NOx_SubIndex,Checks
71,PM2.5,2015-06-24,219.83,2015.0,6.0,24.0,11.5,122.94,195.86,2.64,2.17,25.46,9.13,69.89,132.09,37.0,29.0,12.2,8.0,4.96,20.08,38.17,38.17,35.0,6.17,48.29,43.5,0.28,994.71,33.83,9.79,159.67,5.38,187.86,95.74,4.6,2.26,28.13,97.51,158.21,215.88,5.21,98.54,27.62,116.96,6.0
72,NOx,2015-06-25,222.46,2015.0,6.0,25.0,11.5,42.46,72.24,9.26,2.12,29.0,21.59,61.2,183.06,32.0,26.0,12.2,6.0,4.33,22.71,33.54,33.54,29.75,10.83,54.17,67.79,1.59,994.62,28.62,8.96,63.46,8.75,119.32,76.44,6.5,1.95,29.48,167.08,108.83,162.5,7.67,34.17,29.0,186.62,6.0
73,NOx,2015-06-26,212.04,2015.0,6.0,26.0,11.5,69.77,148.62,4.73,1.24,24.63,9.85,43.52,153.11,39.0,26.0,14.0,8.0,5.21,18.12,37.96,37.96,35.5,13.25,6.88,39.67,0.0,994.17,33.5,10.0,272.21,10.58,122.39,66.18,7.18,1.58,24.85,192.52,113.5,123.12,8.5,65.46,24.38,212.04,6.0
74,NOx,2015-06-27,147.08,2015.0,6.0,27.0,11.5,77.92,173.62,7.16,1.55,22.35,1.93,38.69,108.82,39.0,31.0,14.0,9.0,5.29,18.17,39.33,39.33,36.67,17.71,11.58,34.83,0.02,995.79,35.62,10.0,280.21,14.83,154.96,68.18,5.89,1.48,21.44,119.11,136.42,126.12,6.92,65.54,20.96,138.62,6.0
75,PM2.5,2015-06-28,158.33,2015.0,6.0,28.0,11.5,94.3,206.13,6.24,1.76,31.84,3.95,46.56,137.46,41.0,32.0,14.0,9.0,5.58,16.25,39.96,39.96,38.33,13.71,8.83,28.29,0.0,998.96,36.92,10.0,244.79,11.79,173.87,77.94,6.57,1.67,27.35,115.35,148.96,158.08,7.75,32.54,26.96,134.83,6.0
76,PM2.5,2015-06-29,183.5,2015.0,6.0,29.0,11.5,44.93,86.87,8.46,1.76,23.9,2.91,31.23,93.01,38.0,29.0,14.0,8.0,5.12,19.62,37.71,37.71,34.71,19.42,8.17,42.08,0.0,1003.21,33.67,10.0,138.38,16.25,171.21,82.72,6.74,1.83,28.23,111.55,146.92,176.62,7.96,32.71,27.75,131.0,6.0
77,NOx,2015-06-30,127.81,2015.0,6.0,30.0,11.71,56.12,111.55,5.78,1.71,28.49,1.98,45.09,125.66,35.0,28.0,14.0,8.0,4.33,20.43,34.62,34.62,31.76,13.33,23.33,51.67,0.0,1002.43,30.81,10.0,97.62,11.48,91.55,42.46,8.18,1.68,29.52,108.22,90.62,70.24,9.52,19.1,29.0,127.81,6.0
78,PM10,2015-07-05,316.58,2015.0,7.0,5.0,11.5,94.94,299.35,37.72,1.0,64.02,28.55,75.01,108.1,40.0,33.0,14.0,9.0,5.33,21.42,42.54,42.54,37.25,19.67,31.75,40.79,0.0,995.12,36.83,10.0,259.21,16.38,318.26,118.56,37.58,1.35,68.9,171.97,315.75,283.67,46.5,55.08,74.25,191.42,6.0
79,PM2.5,2015-07-06,321.33,2015.0,7.0,6.0,5.5,139.31,233.07,8.0,2.47,14.54,66.9,87.38,174.76,37.0,28.0,12.2,8.0,4.17,23.0,40.92,40.92,34.83,21.58,40.08,50.08,0.31,995.67,34.5,9.25,225.92,15.83,208.32,148.21,7.75,2.87,13.21,186.89,171.83,321.33,9.25,110.08,12.75,206.42,6.0
80,NOx,2015-07-07,198.04,2015.0,7.0,7.0,11.5,58.72,81.1,5.09,2.15,20.37,20.65,63.57,158.14,36.0,27.0,13.9,7.0,4.83,22.42,36.83,36.83,32.12,11.67,16.83,58.17,0.09,997.08,31.17,9.75,84.88,9.62,82.1,52.07,5.81,1.92,20.01,178.43,80.21,86.25,6.83,35.0,19.46,198.04,6.0
81,NOx,2015-07-08,177.05,2015.0,7.0,8.0,9.79,55.2,97.47,5.86,1.2,23.65,9.06,39.83,149.37,35.0,28.0,13.3,8.0,4.58,21.53,36.79,36.79,32.58,9.0,41.11,53.95,0.0,998.21,31.84,10.0,64.58,7.89,89.65,58.31,6.44,1.16,22.06,157.51,89.11,96.63,7.47,44.47,21.63,177.05,6.0
82,PM10,2015-07-09,172.86,2015.0,7.0,9.0,16.5,41.93,185.95,8.78,1.2,62.1,33.02,61.68,96.2,37.0,31.0,13.9,8.0,5.86,21.79,40.14,40.14,35.07,6.71,34.64,47.0,0.0,996.86,34.14,10.0,173.14,5.86,209.77,64.45,11.01,0.86,69.0,113.18,172.86,115.21,13.29,35.21,68.57,132.64,6.0
83,PM2.5,2015-07-10,309.44,2015.0,7.0,10.0,8.5,146.11,260.55,11.47,2.2,36.47,46.75,95.87,149.26,36.0,29.0,12.2,8.0,5.56,21.61,36.67,36.67,32.78,15.06,40.11,52.94,0.0,996.83,32.17,10.0,136.33,13.22,267.16,132.64,12.94,2.74,24.79,200.13,266.67,309.44,15.78,98.0,24.28,219.56,6.0
84,PM10,2015-07-11,442.0,2015.0,7.0,11.0,11.5,322.35,498.71,27.49,5.38,50.67,101.37,145.95,243.65,28.0,25.0,8.7,6.0,3.5,24.25,30.08,30.08,26.33,16.12,87.5,88.38,2.75,999.12,26.04,8.33,56.75,12.0,439.56,276.29,33.14,4.38,54.1,204.82,429.08,202.46,40.96,122.21,54.75,224.29,5.92
85,PM10,2015-07-12,442.91,2015.0,7.0,12.0,10.59,246.1,432.55,31.52,3.93,26.15,100.28,54.71,145.33,27.0,24.0,9.9,6.0,3.95,23.77,29.0,29.0,25.91,26.73,79.0,87.18,1.03,998.95,25.59,8.27,87.55,18.18,461.18,240.12,35.62,3.88,26.24,145.13,442.55,316.82,44.0,113.09,25.73,164.73,5.86
86,NOx,2015-07-13,136.92,2015.0,7.0,13.0,11.5,44.16,76.19,7.75,2.16,17.6,22.78,40.78,102.76,34.0,26.0,13.9,8.0,4.67,22.92,35.46,35.46,31.17,10.79,44.71,62.96,0.0,1000.08,30.42,10.0,267.33,8.71,43.63,27.61,6.67,1.87,17.47,117.34,62.08,45.46,7.88,34.71,17.0,136.92,6.0
87,NOx,2015-07-14,168.25,2015.0,7.0,14.0,11.5,46.01,96.29,5.16,1.69,16.46,10.45,40.02,146.39,36.0,29.0,13.9,8.0,5.04,22.33,39.08,39.08,34.0,14.29,22.38,51.75,0.0,997.54,33.08,10.0,287.46,11.62,94.94,50.69,6.7,2.04,16.63,148.78,93.62,83.83,7.83,46.62,16.08,168.25,6.0
88,NOx,2015-07-15,135.92,2015.0,7.0,15.0,11.5,70.16,194.02,6.88,1.52,16.61,5.36,35.78,114.91,39.0,31.0,13.9,9.0,5.04,20.67,39.75,39.75,35.67,28.04,17.42,43.0,0.0,993.67,35.38,9.83,271.5,21.92,132.08,53.3,6.05,1.51,16.44,108.51,120.5,90.46,7.0,27.88,15.92,127.96,6.0
89,PM10,2015-07-16,180.18,2015.0,7.0,16.0,10.5,90.26,213.38,5.82,1.51,21.73,6.94,41.98,137.47,39.0,28.0,13.3,8.0,5.0,23.32,40.36,40.36,34.14,25.5,36.05,54.77,0.46,993.5,33.91,8.77,213.86,18.18,213.94,79.61,6.49,1.47,17.54,120.5,175.64,163.68,7.68,30.27,17.18,140.09,6.0
90,PM2.5,2015-07-17,218.82,2015.0,7.0,17.0,18.0,83.89,149.32,10.86,5.61,23.45,19.97,48.89,207.5,35.0,27.0,13.3,8.0,4.73,25.09,40.36,40.36,33.09,8.45,38.0,64.55,0.2,995.91,32.18,9.73,88.0,7.0,210.36,96.34,7.66,5.0,29.09,159.37,173.09,218.82,9.0,136.82,28.73,178.82,6.0
91,PM2.5,2015-07-18,184.5,2015.0,7.0,18.0,11.5,75.13,114.15,5.22,1.86,33.81,20.52,46.1,169.57,36.0,29.0,13.9,7.0,4.96,24.29,40.67,40.67,33.71,9.62,31.29,59.38,0.19,997.12,32.58,9.75,109.38,7.92,141.93,83.87,6.47,2.05,26.69,151.04,127.62,177.88,7.54,57.79,26.21,170.54,6.0
92,NOx,2015-07-19,247.48,2015.0,7.0,19.0,11.65,70.61,117.18,6.33,1.53,37.09,21.62,64.73,209.97,35.0,30.0,13.9,8.0,4.57,23.04,38.09,38.09,32.65,9.39,36.0,57.09,0.02,996.7,31.87,9.87,131.09,7.65,111.6,68.95,6.07,1.74,44.24,227.98,107.48,127.57,6.96,36.13,43.7,247.48,5.65
93,NOx,2015-07-20,244.13,2015.0,7.0,20.0,11.61,55.44,85.41,5.56,2.3,26.18,22.76,67.51,239.25,36.0,29.0,13.8,8.0,4.87,22.78,38.83,38.83,33.57,8.74,26.74,54.57,0.0,997.52,32.48,10.0,57.35,7.39,100.23,63.27,5.76,2.15,26.89,224.6,98.57,109.39,6.7,19.3,26.39,244.13,5.26
94,NOx,2015-07-21,205.79,2015.0,7.0,21.0,11.5,42.31,68.77,4.66,1.12,20.88,7.13,43.51,142.22,36.0,29.0,13.8,8.0,5.0,23.04,38.88,38.88,33.42,15.21,33.88,55.62,0.0,999.54,32.79,10.0,105.92,12.88,79.44,48.92,5.39,1.24,20.9,186.14,78.88,80.96,6.21,45.08,20.42,205.79,6.0
95,NOx,2015-07-22,147.75,2015.0,7.0,22.0,11.5,39.68,65.2,5.84,0.95,23.21,5.2,40.54,126.74,36.0,30.0,13.8,8.0,4.96,22.92,38.79,38.79,33.5,12.79,33.46,54.29,0.0,1000.58,32.79,10.0,104.04,10.71,68.36,42.18,4.99,1.04,23.33,128.31,67.88,69.88,5.67,48.04,22.79,147.75,6.0
96,NOx,2015-07-23,159.17,2015.0,7.0,23.0,11.5,37.95,81.89,8.58,1.68,21.61,7.02,46.66,149.99,37.0,30.0,13.8,8.0,5.04,22.08,38.5,38.5,33.75,16.12,31.83,52.04,0.0,1001.33,33.0,10.0,103.46,13.12,71.16,37.8,7.29,1.9,21.33,139.67,70.67,62.54,8.5,28.21,20.92,159.17,5.54
97,NOx,2015-07-24,163.39,2015.0,7.0,24.0,11.04,44.8,89.09,6.04,1.22,25.02,7.59,45.42,149.02,37.0,30.0,13.8,8.0,5.22,22.74,39.43,39.43,34.0,13.43,22.22,52.7,0.0,1000.57,33.17,10.0,106.13,11.3,85.05,42.68,7.24,1.09,24.6,143.86,84.57,70.43,8.57,36.83,24.17,163.39,5.87
98,NOx,2015-07-25,172.96,2015.0,7.0,25.0,11.5,47.74,85.44,6.63,1.19,25.73,10.01,46.79,142.66,37.0,30.0,13.8,8.0,5.12,22.38,39.25,39.25,34.12,19.33,28.25,51.25,0.0,998.33,33.54,10.0,104.96,16.08,88.76,44.87,6.56,1.16,25.99,153.54,88.29,74.33,7.62,42.75,25.42,172.96,6.0
99,NOx,2015-07-26,140.96,2015.0,7.0,26.0,11.5,28.41,57.03,5.57,0.81,22.8,3.58,28.88,89.78,37.0,27.0,13.3,8.0,4.75,21.92,34.96,34.96,31.17,32.08,33.29,59.0,0.0,997.75,31.17,10.0,112.5,26.83,76.31,42.68,5.85,0.92,23.18,121.49,75.79,70.75,6.71,36.38,22.71,140.96,6.0
100,NOx,2015-07-27,105.91,2015.0,7.0,27.0,12.27,21.65,40.89,6.45,0.76,23.95,4.64,31.78,101.22,36.0,26.0,13.8,8.0,5.14,20.86,34.68,34.68,31.64,20.18,40.45,54.18,0.0,999.18,31.09,10.0,164.41,16.77,42.89,20.35,6.26,0.76,24.06,86.43,67.68,33.36,7.55,38.0,23.55,105.91,6.0
101,NOx,2015-07-28,118.12,2015.0,7.0,28.0,11.5,17.52,44.92,4.96,0.74,24.1,2.48,30.26,86.07,35.0,27.0,13.8,8.0,4.75,19.75,32.75,32.75,30.46,22.04,34.38,53.54,0.0,999.46,30.21,10.0,160.58,18.88,42.89,18.69,5.71,0.77,23.97,98.74,70.96,30.75,6.58,38.25,23.46,118.12,6.0
102,NOx,2015-07-29,106.28,2015.0,7.0,29.0,8.5,23.04,49.88,4.21,0.99,24.06,7.42,32.35,102.31,34.0,27.0,13.7,8.0,5.56,20.33,33.33,33.33,30.72,26.17,35.39,54.67,0.0,997.0,30.56,10.0,138.61,22.33,46.21,20.5,4.8,0.96,23.46,86.89,74.78,33.67,5.56,36.89,23.06,106.28,5.78
103,NOx,2015-07-30,125.21,2015.0,7.0,30.0,16.5,18.7,42.47,7.07,0.91,20.44,4.21,37.28,112.94,35.0,28.0,13.3,7.0,5.0,22.29,36.43,36.43,32.29,18.43,59.43,56.36,0.14,997.36,31.79,9.79,208.29,14.93,47.76,21.13,5.2,0.9,21.28,105.75,74.21,34.64,5.93,44.86,20.71,125.21,6.0
104,NOx,2015-07-31,136.88,2015.0,7.0,31.0,11.5,37.01,79.16,6.24,0.9,21.76,11.28,38.74,141.36,35.0,28.0,13.3,8.0,4.62,21.62,35.12,35.12,31.5,16.67,48.17,56.75,0.01,998.96,30.96,10.0,234.42,13.96,59.12,28.52,6.08,0.87,21.67,117.35,69.21,47.12,6.83,40.62,21.08,136.88,6.0
105,PM10,2015-08-05,307.42,2015.0,8.0,5.0,11.5,108.81,334.35,47.41,1.49,69.12,62.63,68.81,128.09,36.0,30.0,13.7,8.0,4.92,23.54,39.96,39.96,33.54,8.42,41.54,56.79,0.04,997.88,32.88,9.88,111.79,6.75,307.96,92.47,43.71,1.38,69.56,93.98,307.42,206.08,54.0,32.88,74.42,113.54,6.0
106,PM2.5,2015-08-06,265.0,2015.0,8.0,6.0,15.0,44.75,135.59,15.13,1.73,84.6,6.34,47.21,52.36,36.0,29.0,13.3,7.0,7.22,24.33,41.78,41.78,34.56,11.0,35.67,55.67,0.17,997.11,33.89,10.0,160.33,8.78,203.7,111.18,10.09,1.71,61.75,154.12,168.89,265.0,12.11,41.22,61.11,173.67,6.0
107,NOx,2015-08-07,201.96,2015.0,8.0,7.0,11.5,67.78,98.59,4.43,2.18,17.59,22.33,57.53,173.88,36.0,28.0,13.6,7.0,4.83,24.58,39.25,39.25,32.5,12.25,39.25,64.12,0.26,999.33,31.71,9.54,168.29,9.12,94.13,64.3,4.46,2.15,17.75,182.59,93.58,112.04,5.17,53.29,17.29,201.96,6.0
108,NOx,2015-08-08,198.63,2015.0,8.0,8.0,11.89,75.47,127.93,6.81,1.21,20.65,13.26,58.39,218.87,34.0,28.0,13.6,8.0,3.89,24.0,36.42,36.42,31.11,11.68,42.89,67.11,0.0,1000.63,30.16,10.0,120.11,9.32,106.52,58.63,6.11,1.42,21.96,179.2,103.21,99.26,7.11,29.84,21.47,198.63,5.89
109,PM10,2015-08-09,158.1,2015.0,8.0,9.0,10.71,49.14,222.02,7.1,1.04,72.58,27.96,56.85,88.75,32.0,28.0,13.3,7.0,4.0,24.14,36.29,36.29,30.71,6.38,46.29,68.57,0.0,999.29,29.81,10.0,160.62,5.38,187.55,47.9,8.27,1.14,66.66,110.82,158.1,79.29,9.86,36.29,68.43,130.33,6.0
110,PM2.5,2015-08-10,308.69,2015.0,8.0,10.0,17.0,114.47,283.48,16.5,3.08,82.06,138.51,115.47,162.97,35.0,29.0,13.3,8.0,5.0,25.08,41.08,41.08,33.46,10.77,40.77,63.15,0.49,999.08,32.46,9.31,236.0,7.54,266.33,131.51,11.84,2.19,93.58,143.11,258.15,308.69,14.38,53.08,96.08,162.62,6.0
111,PM10,2015-08-11,415.08,2015.0,8.0,11.0,11.5,228.24,364.58,43.62,1.78,39.34,108.02,122.88,239.45,35.0,28.0,13.6,8.0,4.67,25.5,39.04,39.04,31.67,12.92,34.88,71.29,0.26,1002.08,30.88,9.62,75.83,9.75,428.69,273.92,31.14,3.1,39.6,239.28,400.0,140.67,38.38,93.5,39.08,258.83,5.88
112,PM10,2015-08-12,435.53,2015.0,8.0,12.0,11.0,219.78,459.86,39.91,4.6,22.16,181.91,62.37,193.52,34.0,27.0,13.3,8.0,5.21,24.16,37.47,37.47,31.68,10.05,35.37,65.84,0.0,1002.58,30.79,10.0,90.53,8.21,456.23,244.06,33.7,4.64,22.49,174.03,435.53,218.84,41.68,123.95,21.95,193.58,5.58
113,NOx,2015-08-13,199.25,2015.0,8.0,13.0,11.5,70.56,120.07,8.92,1.71,26.36,52.33,57.05,234.11,36.0,28.0,13.5,8.0,4.96,23.62,39.5,39.5,33.33,7.29,28.54,57.17,0.0,1001.46,32.29,10.0,103.04,5.54,114.95,73.75,9.65,2.03,26.56,179.75,109.67,144.08,11.33,65.79,26.12,199.25,6.0
114,NOx,2015-08-14,241.21,2015.0,8.0,14.0,11.5,66.51,108.8,12.69,1.12,45.95,12.74,56.36,211.04,36.0,29.0,13.5,8.0,4.75,24.08,40.08,40.08,33.38,9.33,32.33,59.46,0.02,1001.21,32.42,9.75,86.83,7.29,115.02,69.69,10.59,1.15,38.55,221.7,109.75,130.12,12.75,36.25,38.08,241.21,6.0
115,NOx,2015-08-15,201.75,2015.0,8.0,15.0,11.5,46.96,65.71,12.1,0.95,23.3,11.68,50.31,189.55,36.0,29.0,13.5,8.0,4.67,25.08,38.92,38.92,31.83,7.25,53.17,69.54,0.04,1001.96,31.04,10.0,151.17,5.96,86.96,54.16,13.33,0.94,31.34,182.35,86.42,89.96,16.21,41.17,30.79,201.75,6.0
116,NOx,2015-08-16,235.04,2015.0,8.0,16.0,11.5,51.93,75.24,11.53,1.08,29.47,16.29,52.88,215.35,34.0,27.0,13.3,6.0,4.54,24.29,36.29,36.29,30.62,5.17,49.92,69.92,0.03,1002.46,29.71,8.96,249.25,4.25,65.92,48.23,11.36,1.04,29.24,215.53,65.5,79.92,13.79,38.17,28.88,235.04,6.0
117,NOx,2015-08-17,235.92,2015.0,8.0,17.0,11.5,70.54,101.33,12.39,1.24,29.8,16.98,58.68,187.8,35.0,28.0,13.1,7.0,4.92,23.46,38.38,38.38,32.62,10.46,40.17,60.46,0.03,1000.88,31.83,9.88,268.67,8.12,84.03,59.13,11.33,1.2,29.93,216.33,83.58,100.83,13.67,36.38,29.54,235.92,6.0
118,NOx,2015-08-18,188.62,2015.0,8.0,18.0,11.5,53.1,93.72,11.2,0.82,25.72,7.02,48.48,165.76,36.0,29.0,13.1,7.0,5.04,23.92,39.88,39.88,33.5,9.17,27.0,58.12,0.01,1001.5,32.62,9.92,247.62,7.29,110.71,69.35,12.96,1.0,26.78,169.04,106.62,130.42,15.58,38.0,26.25,188.62,6.0
119,NOx,2015-08-19,180.88,2015.0,8.0,19.0,11.5,25.82,69.43,4.78,0.65,19.54,9.69,38.91,149.22,37.0,28.0,13.1,8.0,4.96,22.5,38.0,38.0,33.12,20.46,26.62,54.92,0.02,1002.21,32.42,9.88,265.04,15.0,71.01,35.06,6.02,0.66,19.66,161.34,70.5,57.88,6.96,33.0,19.21,180.88,6.0
120,NOx,2015-08-20,128.62,2015.0,8.0,20.0,11.5,25.24,117.96,6.97,0.51,31.74,6.07,32.07,65.76,36.0,29.0,13.0,8.0,5.04,20.96,36.08,36.08,32.62,22.96,21.25,51.17,0.0,1000.92,32.21,10.0,256.12,17.33,90.28,24.2,6.14,0.49,31.4,105.13,88.29,39.88,7.25,24.17,30.88,124.33,6.0
121,PM10,2015-08-21,135.56,2015.0,8.0,21.0,14.0,51.36,179.74,9.19,1.26,19.07,49.96,49.69,112.49,36.0,28.0,13.0,8.0,4.62,20.56,35.62,35.62,32.56,15.94,36.19,50.06,0.0,1000.75,31.81,10.0,260.0,11.06,153.87,34.11,7.49,0.97,19.05,60.98,135.56,56.44,8.88,32.62,18.5,75.25,6.0
122,PM10,2015-08-22,154.58,2015.0,8.0,22.0,11.5,52.08,194.7,9.87,0.89,22.57,22.5,44.76,70.61,35.0,28.0,13.0,8.0,4.71,21.25,35.5,35.5,32.0,17.29,33.79,54.29,0.01,1000.33,31.29,9.96,246.42,13.62,182.34,46.59,9.05,0.9,20.86,92.3,154.58,77.08,10.83,28.5,20.29,111.29,6.0
123,PM10,2015-08-23,134.62,2015.0,8.0,23.0,11.5,49.3,111.27,10.28,0.82,21.91,8.55,35.06,42.91,34.0,28.0,13.0,7.0,4.62,21.75,35.58,35.58,31.83,16.92,34.67,56.12,0.09,1000.46,31.12,9.5,264.79,11.92,152.32,55.63,10.47,0.97,24.51,64.23,134.62,92.12,12.62,33.5,24.04,79.71,6.0
124,PM10,2015-08-24,92.04,2015.0,8.0,24.0,11.5,47.03,102.63,8.51,1.0,19.6,23.94,46.94,74.51,36.0,28.0,13.0,7.0,4.88,21.33,36.21,36.21,32.46,19.46,27.88,52.46,0.02,1001.38,31.88,9.88,273.08,14.58,92.51,42.43,9.56,0.9,19.01,55.97,92.04,70.25,11.42,40.96,18.5,69.38,6.0
125,PM10,2015-08-25,118.25,2015.0,8.0,25.0,11.5,53.44,138.24,7.44,1.01,19.55,13.93,43.86,58.07,38.0,29.0,13.0,8.0,5.08,19.29,36.54,36.54,34.0,18.42,9.75,43.58,0.0,1000.33,32.75,10.0,282.42,14.17,127.8,51.53,8.01,0.95,19.55,56.64,118.25,85.25,9.67,34.67,19.08,70.04,6.0
126,PM10,2015-08-26,128.17,2015.0,8.0,26.0,11.5,54.35,144.94,7.5,1.07,19.84,24.75,44.92,72.38,38.0,29.0,12.9,8.0,5.08,19.08,36.79,36.79,34.12,17.58,9.67,42.0,0.0,1000.79,33.04,10.0,282.96,13.17,142.61,57.18,7.13,1.06,20.03,63.14,128.17,94.71,8.33,34.0,19.54,78.33,6.0
127,PM10,2015-08-27,139.79,2015.0,8.0,27.0,11.5,62.31,171.28,8.68,1.45,20.21,47.99,50.67,110.69,38.0,29.0,12.9,8.0,5.12,19.12,37.38,37.38,34.67,13.33,11.12,40.79,0.0,1001.29,33.21,10.0,284.12,9.92,160.0,58.59,8.05,1.37,19.95,102.13,139.79,96.83,9.46,55.0,19.5,121.75,6.0
128,PM10,2015-08-28,160.58,2015.0,8.0,28.0,11.5,81.03,178.29,9.23,1.12,31.83,9.05,63.62,69.04,38.0,28.0,12.9,8.0,5.08,19.88,37.83,37.83,34.54,11.71,8.96,43.5,0.0,1001.96,32.92,10.0,186.5,9.21,176.13,74.7,9.6,1.29,31.35,84.97,150.46,147.42,11.5,49.12,30.83,104.25,6.0
129,PM10,2015-08-29,136.0,2015.0,8.0,29.0,11.5,52.83,126.57,9.21,0.93,30.43,10.54,54.2,62.68,38.0,29.0,12.9,8.0,5.12,19.71,37.92,37.92,34.88,10.38,9.42,42.21,0.0,1000.96,33.25,10.0,270.92,8.12,152.59,63.44,9.68,0.97,31.14,75.2,134.75,113.54,11.46,41.58,30.58,93.38,6.0
130,PM10,2015-08-30,120.62,2015.0,8.0,30.0,11.5,50.92,137.8,8.67,0.87,18.86,11.11,44.02,54.4,39.0,29.0,12.9,8.0,5.17,19.5,38.12,38.12,35.0,15.0,10.79,41.54,0.0,1000.79,33.71,10.0,282.21,11.29,131.34,54.14,7.87,0.91,19.32,52.29,120.62,89.54,9.38,27.79,18.88,64.71,5.67
131,PM10,2015-08-31,133.25,2015.0,8.0,31.0,11.5,46.49,172.33,9.71,0.91,19.32,4.59,36.89,39.13,39.0,29.0,12.9,8.0,5.12,17.71,36.17,36.17,34.38,19.75,7.88,38.67,0.01,1001.5,33.25,10.0,276.46,15.25,150.28,44.98,10.28,0.85,19.8,47.2,133.25,74.46,12.33,24.71,19.38,58.29,5.58
132,PM10,2015-09-05,317.38,2015.0,9.0,5.0,11.5,104.61,289.13,31.33,6.43,49.55,73.14,56.98,110.21,33.0,26.0,8.9,6.0,4.38,22.88,35.0,35.0,30.54,12.33,59.17,66.5,0.07,1001.46,29.62,9.12,183.29,9.21,324.08,110.55,36.62,6.38,49.64,163.52,317.38,267.25,45.25,130.88,49.67,183.08,6.0
133,PM2.5,2015-09-06,207.25,2015.0,9.0,6.0,17.5,79.0,328.3,12.62,1.59,46.22,2.35,31.76,32.55,34.0,26.0,8.9,6.0,4.67,22.33,36.5,36.5,31.5,10.75,45.17,60.42,0.07,1001.5,30.25,9.58,169.58,7.58,217.64,90.21,11.64,1.74,66.86,84.76,178.08,199.08,14.17,15.5,66.42,101.75,6.0
134,NOx,2015-09-07,240.61,2015.0,9.0,7.0,8.5,60.46,87.67,4.62,2.27,28.61,31.59,65.6,271.73,38.0,28.0,11.6,8.0,6.17,13.78,34.89,34.89,34.89,20.17,9.5,29.11,0.0,1005.0,33.72,10.0,294.44,15.72,96.6,68.53,4.96,2.57,22.57,221.08,95.89,126.28,5.78,106.56,21.94,240.61,6.0
135,NOx,2015-09-08,212.05,2015.0,9.0,8.0,10.91,61.2,85.98,6.23,,21.29,17.81,42.18,149.08,38.0,26.0,11.6,8.0,5.09,14.73,34.82,34.82,34.77,17.41,2.86,31.18,0.0,1004.91,32.41,10.0,298.5,13.95,113.81,71.36,6.2,,21.09,192.56,108.23,135.86,7.27,0.0,20.59,212.05,5.0
136,PM10,2015-09-09,169.88,2015.0,9.0,9.0,11.5,43.01,185.62,8.13,0.89,71.25,16.09,60.59,75.95,39.0,28.0,11.6,8.0,5.08,13.5,34.92,34.92,34.96,18.38,1.42,28.46,0.0,1004.67,32.5,10.0,300.71,14.58,205.46,43.5,7.46,0.85,84.16,60.6,169.83,72.04,8.71,39.75,86.46,74.83,6.0
137,PM10,2015-09-10,290.96,2015.0,9.0,10.0,11.5,115.22,319.07,15.32,3.09,63.79,94.84,103.85,185.18,39.0,26.0,11.6,8.0,5.08,14.21,36.46,36.46,36.17,12.33,0.0,28.12,0.0,1005.83,32.0,10.0,274.96,10.25,279.54,114.13,13.79,2.79,63.56,194.09,279.04,278.17,16.71,85.08,65.96,213.71,6.0
138,PM2.5,2015-09-11,361.67,2015.0,9.0,11.0,11.5,216.32,382.88,65.79,4.11,63.07,226.64,82.84,208.76,38.0,25.0,11.6,8.0,5.08,16.33,37.54,37.54,36.12,11.08,0.08,32.04,0.0,1005.46,31.42,10.0,317.54,8.96,337.89,200.52,57.54,2.56,68.97,239.73,323.67,361.67,71.33,58.67,71.25,259.25,6.0
139,PM10,2015-09-12,416.04,2015.0,9.0,12.0,11.5,238.76,390.21,20.26,3.65,23.37,104.64,73.04,145.56,38.0,26.0,11.6,8.0,5.08,18.46,39.08,39.08,36.33,5.42,1.92,36.5,0.0,1005.42,31.71,10.0,78.25,4.67,438.75,232.81,35.8,4.31,23.3,160.41,412.33,386.33,44.21,109.25,22.92,179.83,6.0
140,PM10,2015-09-13,228.04,2015.0,9.0,13.0,11.65,93.51,265.0,9.76,1.75,64.01,48.72,86.29,143.43,37.0,27.0,11.6,8.0,4.96,19.7,40.96,40.96,36.48,4.74,2.13,39.57,0.0,1005.35,31.83,10.0,80.17,3.91,235.94,92.3,8.8,1.61,67.74,128.77,211.26,205.57,10.48,59.35,69.39,148.22,6.0
141,PM2.5,2015-09-14,285.46,2015.0,9.0,14.0,11.5,117.85,250.87,6.33,2.22,73.71,78.71,111.73,207.05,39.0,27.0,11.6,8.0,5.12,17.83,40.54,40.54,37.83,6.38,0.5,32.58,0.0,1003.25,32.38,10.0,217.29,5.38,261.98,112.97,8.32,2.26,80.97,203.66,259.71,273.42,9.88,74.38,83.0,223.17,6.0
