,Main_Pollutant,Date,AQI_VALUE,Year,Month,Day,Hour,PM2.5,PM10,SO2,CO,Ozone,NO,NO2,NOx,maxtempC,mintempC,sunHour,uvIndex,uvIndex.1,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,PM10_AVG24H,PM2.5_AVG24H,SO2_AVG24H,CO_AVG8H,Ozone_AVG8H,NOx_AVG24H,PM10_SubIndex,PM2.5_SubIndex,SO2_SubIndex,CO_SubIndex,Ozone_SubIndex,NOx_SubIndex,Checks
731,PM10,2017-07-08,132.7,2017.0,7.0,8.0,11.3,14.11,115.46,14.94,1.41,37.22,19.04,49.78,70.35,38.0,30.0,13.9,8.0,5.09,22.43,40.91,40.91,35.48,8.52,20.96,48.26,0.0,998.78,34.26,10.0,267.83,6.74,149.56,15.3,13.74,1.38,36.11,65.59,132.7,25.0,16.65,43.3,35.61,81.35,6.0
732,NOx,2017-07-09,155.0,2017.0,7.0,9.0,11.5,10.06,75.23,17.38,1.04,48.79,14.55,43.74,157.87,41.0,31.0,13.9,9.0,5.46,18.67,39.96,39.96,37.08,16.38,19.42,35.21,0.0,998.0,36.25,10.0,270.79,13.17,75.74,6.32,17.28,0.87,48.96,135.41,75.25,10.08,21.12,34.58,48.46,155.0,6.0
733,NOx,2017-07-10,196.67,2017.0,7.0,10.0,11.5,24.0,234.34,27.52,2.5,37.25,110.85,87.62,191.92,40.0,33.0,13.9,9.0,5.33,19.0,39.71,39.71,36.62,16.46,33.79,36.5,0.01,998.21,36.0,10.0,231.79,13.42,203.62,7.13,28.33,2.1,36.88,177.21,168.67,11.38,34.96,65.29,36.33,196.67,6.0
734,PM10,2017-07-11,580.5,2017.0,7.0,11.0,11.7,423.0,725.6,28.44,3.67,23.2,153.81,122.12,235.33,37.0,30.0,13.9,7.0,4.2,22.55,37.95,37.95,33.05,10.8,41.15,54.5,0.03,999.3,32.25,10.0,191.2,8.75,560.24,313.8,32.89,3.79,23.29,200.1,580.2,215.35,40.55,117.15,22.85,219.7,5.95
735,PM2.5,2017-07-12,312.76,2017.0,7.0,12.0,10.43,128.95,251.52,45.35,1.61,30.12,38.94,92.59,140.14,33.0,28.0,13.3,8.0,5.0,22.43,35.33,35.33,31.24,13.48,42.24,59.81,0.0,1001.1,30.48,10.0,116.71,11.62,263.51,136.89,50.06,1.81,27.47,166.36,248.9,312.76,61.95,54.71,26.95,185.86,6.0
736,NOx,2017-07-13,88.21,2017.0,7.0,13.0,11.5,9.61,58.06,19.01,0.79,28.26,18.0,52.99,71.79,36.0,28.0,13.9,8.0,4.96,21.67,36.88,36.88,32.83,13.88,35.33,53.21,0.0,999.71,32.08,10.0,87.75,11.83,60.08,10.54,18.76,0.81,27.37,70.9,59.58,17.17,23.0,40.21,26.96,88.21,6.0
737,NOx,2017-07-14,78.67,2017.0,7.0,14.0,11.5,9.82,63.83,19.81,0.72,48.4,9.4,47.38,55.07,37.0,29.0,13.9,8.0,5.0,22.38,38.38,38.38,33.42,13.21,33.71,53.29,0.0,999.12,32.67,10.0,88.21,11.21,57.83,8.7,19.45,0.64,47.54,62.18,57.29,13.96,23.75,31.12,47.08,77.12,6.0
738,NOx,2017-07-15,66.0,2017.0,7.0,15.0,11.5,10.41,66.17,19.44,0.71,43.81,10.65,45.23,54.84,37.0,30.0,13.9,8.0,4.92,22.67,39.38,39.38,34.0,12.96,31.04,52.46,0.01,998.79,33.33,9.88,97.83,10.58,65.29,10.89,18.93,0.79,43.78,53.06,64.71,17.79,23.21,38.29,43.21,65.71,6.0
739,PM10,2017-07-16,74.46,2017.0,7.0,16.0,11.5,9.49,68.71,19.57,0.82,55.29,8.06,40.34,46.95,37.0,30.0,13.9,8.0,5.17,22.79,40.42,40.42,34.58,11.54,35.46,51.71,0.0,998.42,33.71,10.0,104.75,9.67,66.1,11.12,19.48,0.77,55.44,50.91,65.71,18.04,23.96,37.62,55.0,62.96,6.0
740,NOx,2017-07-17,76.83,2017.0,7.0,17.0,11.5,16.4,65.9,18.66,1.09,30.13,28.97,46.84,81.27,39.0,31.0,13.9,8.0,5.21,22.25,40.67,40.67,35.25,12.0,27.71,47.92,0.0,998.54,34.42,10.0,100.83,10.17,68.47,10.91,19.08,1.0,31.83,58.27,67.92,17.75,23.42,42.54,31.38,72.25,6.0
741,NOx,2017-07-18,108.17,2017.0,7.0,18.0,11.5,15.75,69.0,20.28,0.98,57.57,16.77,47.98,65.64,39.0,30.0,13.9,8.0,5.17,21.96,40.71,40.71,35.58,7.42,22.04,46.17,0.0,998.42,34.33,10.0,102.29,6.38,69.74,16.59,18.15,1.0,56.26,81.46,69.25,27.21,22.21,37.04,57.5,100.12,6.0
742,NOx,2017-07-19,105.42,2017.0,7.0,19.0,11.5,20.27,98.33,20.58,1.72,55.82,48.82,57.39,117.8,40.0,31.0,13.8,9.0,5.33,21.46,43.08,43.08,37.79,6.33,16.0,40.0,0.0,996.88,36.29,10.0,98.38,5.38,85.57,17.95,21.41,1.35,62.0,79.12,85.12,29.38,26.25,50.17,63.83,97.33,6.0
743,NOx,2017-07-20,142.64,2017.0,7.0,20.0,11.86,22.13,64.97,12.63,1.23,18.21,36.39,50.93,95.09,36.0,30.0,13.8,8.0,4.45,23.0,39.05,39.05,33.32,13.23,35.27,55.45,0.14,996.59,32.68,9.73,75.55,10.86,83.42,24.69,16.58,1.59,16.38,123.11,82.86,40.68,20.09,58.45,15.86,142.64,5.91
744,NOx,2017-07-21,100.0,2017.0,7.0,21.0,11.5,10.6,54.3,21.89,0.89,21.75,15.82,47.65,64.06,37.0,30.0,13.8,8.0,5.17,22.62,40.17,40.17,34.58,14.46,35.83,50.62,0.0,996.96,33.88,10.0,77.92,12.58,58.69,13.76,17.64,1.0,21.27,81.12,58.25,22.42,21.54,39.75,20.83,100.0,6.0
745,PM10,2017-07-22,71.58,2017.0,7.0,22.0,11.5,8.79,38.55,15.33,0.7,25.41,13.01,38.39,51.95,36.0,30.0,13.3,8.0,4.79,22.92,37.75,37.75,32.71,20.92,40.62,56.96,0.0,997.17,32.12,10.0,93.42,17.92,44.58,8.84,19.63,0.73,27.0,50.27,68.0,14.21,24.12,36.38,26.54,62.17,6.0
746,NOx,2017-07-23,67.33,2017.0,7.0,23.0,11.5,10.31,38.81,14.55,0.82,24.0,16.94,38.71,57.61,35.0,29.0,13.3,8.0,4.67,23.04,37.54,37.54,32.54,20.17,51.04,57.75,0.0,996.04,32.17,10.0,99.29,17.12,38.69,10.54,14.27,0.77,24.35,54.15,64.0,17.04,17.25,36.04,23.88,67.0,6.0
747,NOx,2017-07-24,70.96,2017.0,7.0,24.0,11.5,8.06,32.41,15.84,1.01,19.36,16.02,36.43,54.36,35.0,29.0,12.1,8.0,4.62,22.46,37.62,37.62,32.75,16.67,47.08,55.71,0.0,995.5,32.25,10.0,111.42,14.5,34.82,8.85,15.29,0.91,18.78,57.3,57.67,14.42,18.71,36.79,18.21,70.96,6.0
748,NOx,2017-07-25,72.25,2017.0,7.0,25.0,11.5,16.42,42.48,17.53,1.11,17.67,18.54,38.26,59.41,35.0,29.0,13.3,8.0,4.71,22.67,37.33,37.33,32.42,13.88,40.75,57.25,0.0,996.38,31.83,10.0,102.54,11.92,39.44,12.85,16.52,1.18,18.03,58.24,65.21,20.88,20.08,38.08,17.46,72.25,6.0
749,PM10,2017-07-26,71.54,2017.0,7.0,26.0,11.5,6.99,47.75,19.44,0.98,32.37,10.98,37.51,48.4,36.0,29.0,13.8,8.0,4.96,23.0,38.83,38.83,33.46,8.88,32.88,55.5,0.0,998.29,32.5,9.96,122.08,7.58,41.28,11.34,18.13,0.98,31.49,54.85,68.29,18.46,22.17,45.0,31.0,67.92,6.0
750,NOx,2017-07-27,67.83,2017.0,7.0,27.0,11.5,8.16,57.24,22.49,1.1,25.36,15.69,41.56,58.44,37.0,30.0,13.8,7.0,4.88,22.54,39.12,39.12,33.96,13.5,30.62,52.21,0.01,1000.21,33.29,9.79,99.25,11.79,55.86,7.72,19.36,1.08,25.77,54.15,56.79,12.33,23.83,47.25,25.33,66.96,6.0
751,NOx,2017-07-28,70.21,2017.0,7.0,28.0,11.5,9.48,60.56,25.73,1.2,31.67,15.04,38.53,54.87,37.0,31.0,13.8,8.0,4.92,22.71,38.83,38.83,33.62,17.08,31.62,53.29,0.0,1000.42,33.04,9.88,88.5,14.79,60.38,8.37,27.43,1.12,31.75,56.68,59.92,13.54,33.79,39.17,31.29,70.21,6.0
752,PM10,2017-07-29,58.79,2017.0,7.0,29.0,11.5,8.77,51.19,19.32,0.77,35.13,6.91,27.39,33.85,36.0,30.0,12.1,7.0,4.67,23.21,38.38,38.38,32.92,18.38,48.17,57.29,0.0,1000.38,32.46,10.0,124.38,15.92,58.24,9.76,21.2,0.97,32.87,46.27,57.75,15.83,26.0,37.88,32.29,57.17,6.0
753,PM10,2017-07-30,61.75,2017.0,7.0,30.0,11.5,3.51,30.57,15.96,0.55,36.02,4.61,20.71,24.76,36.0,30.0,13.3,8.0,4.71,23.42,38.62,38.62,32.96,10.46,45.92,57.62,0.07,1000.21,32.21,9.88,189.08,8.83,36.43,5.99,18.4,0.54,36.49,28.39,60.33,9.5,22.5,26.83,36.04,34.96,6.0
754,PM10,2017-07-31,54.78,2017.0,7.0,31.0,11.3,8.09,31.29,16.12,1.04,12.71,16.81,35.56,54.64,34.0,30.0,10.9,8.0,4.09,23.96,36.74,36.74,31.35,8.3,67.26,64.57,0.31,1000.83,30.74,9.87,246.17,6.57,32.23,5.07,15.99,0.95,15.58,36.6,53.22,8.0,19.39,38.17,15.04,45.13,6.0
755,PM2.5,2017-08-01,335.62,2017.0,8.0,1.0,17.5,185.12,293.72,24.12,2.96,8.57,81.97,75.74,179.41,33.0,28.0,10.9,7.0,2.75,23.62,36.12,36.12,31.12,8.88,62.62,64.88,0.09,1000.25,30.38,10.0,226.38,7.62,196.93,166.86,24.36,2.51,8.82,79.83,164.25,335.62,30.0,94.0,8.38,97.12,6.0
756,PM2.5,2017-08-02,283.5,2017.0,8.0,2.0,11.5,149.66,304.23,26.05,2.12,35.2,75.01,69.88,142.32,32.0,29.0,10.9,8.0,4.42,22.62,35.88,35.88,31.38,13.62,66.5,59.79,0.1,999.96,30.92,9.62,273.0,10.92,255.61,123.32,25.08,1.82,35.48,104.52,239.58,283.5,30.83,32.46,34.92,124.12,6.0
757,PM10,2017-08-03,248.75,2017.0,8.0,3.0,11.5,66.98,225.94,31.84,1.21,59.05,11.95,50.05,60.91,36.0,29.0,13.7,7.0,5.04,22.08,38.17,38.17,33.62,17.42,40.38,51.58,0.0,996.92,33.0,10.0,260.58,14.29,262.5,91.63,34.54,1.58,59.74,101.75,248.38,204.0,42.67,56.5,59.33,120.96,6.0
758,PM2.5,2017-08-05,330.36,2017.0,8.0,5.0,10.77,162.68,359.44,55.94,1.5,35.88,13.57,44.39,57.23,38.0,30.0,13.6,8.0,5.45,21.55,39.14,39.14,34.73,7.05,27.55,47.23,0.0,998.36,33.68,10.0,234.09,6.23,340.45,154.53,56.02,2.29,49.51,118.62,326.05,326.18,69.41,57.05,53.18,138.18,6.0
759,PM10,2017-08-06,87.83,2017.0,8.0,6.0,11.5,13.21,82.04,26.27,1.25,38.67,6.72,51.48,55.04,38.0,31.0,13.6,8.0,5.08,20.42,38.5,38.5,34.71,9.04,35.54,43.5,0.0,999.17,33.83,10.0,302.04,7.88,88.48,20.62,30.51,1.26,34.01,58.51,87.83,33.92,37.67,37.25,23.75,72.54,5.71
760,PM10,2017-08-07,99.21,2017.0,8.0,7.0,11.5,15.05,130.82,19.38,1.97,48.17,31.16,51.44,88.37,37.0,31.0,13.6,8.0,5.12,21.96,40.0,40.0,34.96,7.5,27.58,47.62,0.0,1000.08,33.92,10.0,210.25,6.29,100.54,17.7,19.59,1.49,46.99,65.88,98.79,29.0,24.0,47.92,46.58,81.71,6.0
761,PM10,2017-08-08,89.54,2017.0,8.0,8.0,11.5,9.05,70.07,16.56,1.36,44.22,21.87,44.71,69.71,38.0,31.0,13.6,8.0,5.04,24.0,41.29,41.29,34.62,6.62,35.96,55.21,0.49,1000.25,33.62,9.08,58.38,5.17,81.77,10.04,14.95,1.28,44.47,65.01,80.71,16.29,18.17,51.0,43.88,80.67,6.0
762,NOx,2017-08-09,218.54,2017.0,8.0,9.0,11.5,16.09,124.63,19.85,1.38,52.45,18.52,47.55,198.39,36.0,30.0,13.3,7.0,4.5,24.67,40.96,40.96,33.54,6.21,43.96,60.5,0.11,999.33,32.62,9.54,58.96,5.21,113.58,18.64,19.32,1.43,52.62,199.11,107.71,30.46,23.62,50.17,53.92,218.54,6.0
763,PM10,2017-08-10,235.08,2017.0,8.0,10.0,11.5,28.13,270.14,24.79,3.2,44.91,145.22,81.25,161.78,38.0,30.0,13.6,8.0,4.92,22.71,39.88,39.88,34.38,13.5,32.12,51.67,0.02,998.0,33.62,9.88,236.42,11.08,252.18,26.57,25.53,3.03,44.59,191.73,223.21,43.79,31.33,89.71,44.54,211.17,6.0
764,PM10,2017-08-11,876.91,2017.0,8.0,11.0,5.64,555.82,888.18,24.06,5.73,14.63,160.06,128.12,302.84,39.0,30.0,13.6,8.0,5.18,22.45,39.0,39.0,33.91,21.18,21.18,52.09,0.0,997.64,33.55,10.0,271.64,18.18,774.32,457.69,25.61,4.6,8.28,260.14,876.91,464.09,31.36,131.73,7.73,279.55,6.0
765,PM2.5,2017-08-12,309.56,2017.0,8.0,12.0,11.94,169.33,313.28,55.11,2.55,25.89,64.09,115.6,180.86,37.0,31.0,13.5,8.0,4.78,21.89,38.61,38.61,33.89,24.39,23.94,50.06,0.0,997.33,33.56,10.0,260.67,20.06,262.33,133.31,46.4,2.1,28.45,127.98,243.89,309.56,57.17,44.39,27.94,147.5,6.0
766,PM10,2017-08-13,64.58,2017.0,8.0,13.0,11.5,8.28,85.97,16.75,0.65,40.92,7.25,25.81,32.89,37.0,30.0,13.5,8.0,5.08,21.58,38.5,38.5,34.0,15.21,23.17,49.04,0.0,999.83,33.29,10.0,238.83,12.88,65.04,4.42,16.32,0.57,42.74,27.66,64.58,6.92,20.0,28.0,42.25,34.21,6.0
767,PM10,2017-08-14,99.79,2017.0,8.0,14.0,11.5,6.45,88.67,17.79,0.58,58.16,6.56,30.4,36.04,35.0,29.0,13.5,8.0,5.0,20.62,36.96,36.96,33.54,11.46,34.0,47.67,0.0,1002.96,32.62,10.0,257.58,9.58,94.35,8.07,17.94,0.61,57.37,36.37,93.79,12.96,21.92,26.08,58.17,44.96,5.92
768,PM10,2017-08-15,99.29,2017.0,8.0,15.0,11.5,6.78,111.36,14.39,0.56,57.28,4.64,22.88,26.72,36.0,30.0,13.5,8.0,5.12,20.71,37.71,37.71,33.96,13.71,30.71,46.21,0.0,1001.67,33.25,10.0,279.04,11.25,100.87,5.9,15.77,0.59,55.79,32.48,99.25,9.38,19.17,29.5,55.33,40.12,6.0
769,PM10,2017-08-16,110.79,2017.0,8.0,16.0,11.5,3.3,110.71,16.05,0.81,73.2,5.36,33.06,36.78,40.0,30.0,13.5,8.0,5.21,18.33,39.21,39.21,36.71,12.83,6.38,35.62,0.0,998.96,34.75,10.0,300.67,11.21,106.51,5.62,14.94,0.72,69.73,29.86,104.21,8.96,18.17,35.12,71.71,36.83,6.0
770,PM10,2017-08-17,120.21,2017.0,8.0,17.0,11.5,15.32,141.92,17.96,0.49,56.22,10.64,36.73,47.27,40.0,31.0,13.1,8.0,5.25,17.88,38.92,38.92,36.71,13.58,4.71,33.96,0.0,998.29,34.96,10.0,273.96,11.83,130.65,10.93,17.32,0.64,61.29,39.75,120.21,17.58,21.12,28.04,60.83,49.29,6.0
771,PM10,2017-08-18,131.25,2017.0,8.0,18.0,11.5,8.02,139.9,15.68,0.84,66.0,12.04,40.57,52.59,40.0,30.0,13.1,8.0,5.25,18.62,39.62,39.62,36.79,10.33,4.71,35.83,0.0,999.5,34.67,10.0,209.33,9.04,144.28,10.78,16.54,0.71,60.8,59.46,129.33,17.46,20.17,32.46,62.75,73.71,6.0
772,PM10,2017-08-19,100.12,2017.0,8.0,19.0,11.5,16.88,69.88,20.89,1.32,38.6,31.92,35.87,75.56,32.0,30.0,13.0,8.0,4.67,24.17,37.21,37.21,31.42,12.62,42.96,65.21,0.0,1002.42,30.75,10.0,99.79,10.92,101.94,10.73,17.96,1.18,40.67,45.2,97.92,17.33,22.0,35.79,40.25,55.96,6.0
773,NOx,2017-08-20,93.21,2017.0,8.0,20.0,11.5,5.97,57.26,24.73,0.79,35.96,12.24,34.56,47.5,36.0,29.0,13.0,8.0,4.79,23.54,38.62,38.62,32.75,13.92,35.5,59.29,0.0,1001.75,32.12,10.0,101.92,11.58,65.27,13.41,22.78,0.94,39.05,75.18,64.79,21.83,28.08,35.21,38.5,93.17,6.0
774,PM10,2017-08-21,57.92,2017.0,8.0,21.0,11.5,4.74,59.86,19.79,0.77,43.07,9.28,35.12,43.97,35.0,29.0,13.0,8.0,4.88,23.12,38.67,38.67,33.21,12.79,38.79,56.25,0.0,1000.38,32.46,9.96,112.38,10.75,55.26,4.47,22.34,0.78,42.77,42.66,54.62,7.08,27.46,38.08,42.29,52.58,6.0
775,PM10,2017-08-22,73.38,2017.0,8.0,22.0,11.5,6.09,81.01,17.33,1.01,45.07,11.33,43.8,54.5,36.0,29.0,13.0,7.0,4.96,23.58,40.12,40.12,33.92,7.54,35.71,56.12,0.14,1000.54,32.96,9.62,112.96,6.38,72.08,5.48,18.93,0.97,45.98,48.38,71.5,8.67,23.12,41.46,45.42,59.75,6.0
776,PM10,2017-08-23,82.04,2017.0,8.0,23.0,11.5,8.32,70.35,17.16,1.19,27.43,19.9,46.92,68.98,35.0,30.0,13.0,7.0,4.71,23.75,39.08,39.08,32.88,7.75,31.5,59.88,0.31,1002.25,31.79,9.29,92.75,6.42,77.49,6.65,17.89,1.19,28.52,61.11,77.04,10.54,21.96,35.62,28.0,75.83,6.0
777,NOx,2017-08-24,89.18,2017.0,8.0,24.0,5.0,5.53,59.8,16.51,0.78,11.82,13.91,32.98,43.99,38.0,28.0,13.0,8.0,4.27,23.36,36.91,36.91,31.55,8.45,29.82,63.18,0.0,1002.55,30.55,10.0,136.45,7.27,67.58,8.71,16.95,1.03,8.58,71.71,67.09,13.91,21.0,41.09,8.09,89.18,6.0
778,NOx,2017-08-25,116.85,2017.0,8.0,25.0,17.0,17.11,86.32,24.53,2.03,72.45,57.95,65.04,237.57,35.0,31.0,12.9,8.0,5.46,22.46,39.46,39.46,34.15,4.31,33.77,50.92,0.0,998.92,33.15,10.0,36.15,3.77,70.93,9.02,19.46,1.34,74.07,95.77,70.46,14.38,23.77,53.77,74.85,115.0,6.0
779,NOx,2017-08-26,252.79,2017.0,8.0,26.0,11.5,19.68,86.17,15.73,1.47,34.38,37.78,45.75,240.52,36.0,30.0,12.9,8.0,4.92,21.38,37.33,37.33,33.08,8.83,31.25,50.75,0.0,998.67,32.25,10.0,64.21,7.67,88.89,20.86,18.05,1.6,33.35,233.3,88.46,34.25,22.0,53.08,32.75,252.79,6.0
780,NOx,2017-08-27,260.5,2017.0,8.0,27.0,11.5,10.19,80.15,20.39,1.43,45.19,41.39,46.92,255.41,38.0,29.0,12.9,8.0,5.08,20.92,38.42,38.42,34.42,8.0,17.21,46.54,0.01,998.88,33.21,9.96,55.62,6.88,76.46,12.15,18.51,1.51,51.75,241.05,76.04,19.79,22.67,53.58,53.5,260.5,6.0
781,NOx,2017-08-28,213.67,2017.0,8.0,28.0,11.5,9.79,55.41,22.69,0.84,22.78,19.27,35.51,169.93,34.0,29.0,11.9,7.0,4.58,22.79,35.71,35.71,31.17,19.38,43.04,61.46,0.04,1000.42,30.79,9.75,87.88,16.38,67.01,9.03,20.79,0.93,23.58,194.14,66.58,14.46,25.54,39.0,23.04,213.67,6.0
782,NOx,2017-08-29,209.75,2017.0,8.0,29.0,11.5,5.74,56.88,19.62,0.88,20.76,22.15,35.26,180.82,35.0,27.0,11.9,7.0,4.67,23.33,36.25,36.25,31.21,22.0,39.25,63.83,0.07,1000.33,30.75,9.79,90.04,17.79,56.76,8.3,23.16,0.9,19.83,190.24,56.21,13.29,28.46,43.79,19.33,209.75,6.0
783,NOx,2017-08-30,162.96,2017.0,8.0,30.0,11.5,6.86,52.52,21.01,0.79,29.9,11.74,32.12,130.95,36.0,28.0,12.9,7.0,4.79,23.67,37.58,37.58,32.08,17.54,29.83,62.42,0.13,1001.17,31.38,9.71,99.5,13.88,53.94,6.29,19.05,0.8,29.96,143.48,53.46,9.92,23.38,39.83,29.46,162.96,6.0
784,NOx,2017-08-31,170.88,2017.0,8.0,31.0,11.5,4.66,48.87,17.5,0.92,17.42,17.08,36.39,163.45,35.0,29.0,11.9,7.0,4.54,23.33,37.29,37.29,31.88,13.58,46.38,61.67,0.41,1001.96,31.33,9.29,140.04,10.5,55.41,5.64,19.46,0.93,18.55,151.34,61.58,8.83,23.92,46.08,18.08,170.88,6.0
785,PM2.5,2017-09-01,348.06,2017.0,9.0,1.0,12.83,183.55,239.59,27.35,2.03,29.47,44.02,65.99,118.9,33.0,28.0,12.8,7.0,3.67,22.22,34.28,34.28,30.56,13.17,45.67,61.67,0.12,1002.06,29.89,9.83,240.83,10.44,241.8,182.88,25.21,2.01,29.33,117.16,199.94,348.06,31.06,60.67,28.83,136.61,6.0
786,PM10,2017-09-02,321.95,2017.0,9.0,2.0,12.68,125.65,305.44,34.46,1.98,47.29,45.91,79.96,134.17,31.0,28.0,12.4,6.0,5.37,21.58,33.84,33.84,30.53,10.74,36.32,58.95,0.04,1001.95,29.58,10.0,243.37,8.58,317.63,141.45,28.81,2.35,45.08,158.39,317.0,316.16,35.63,64.05,44.47,177.89,6.0
787,PM10,2017-09-03,164.17,2017.0,9.0,3.0,11.5,55.71,168.84,26.93,1.16,25.65,13.6,43.57,57.37,35.0,27.0,12.4,8.0,4.75,20.79,35.58,35.58,32.12,8.33,34.12,51.92,0.0,1002.67,31.25,10.0,245.88,6.92,196.88,60.18,30.05,1.21,23.67,61.4,164.17,101.12,37.0,43.67,15.5,76.08,5.67
788,PM10,2017-09-05,323.38,2017.0,9.0,5.0,11.5,103.82,281.61,39.71,1.2,86.15,3.78,29.64,31.13,35.0,29.0,11.6,8.0,4.83,21.42,36.83,36.83,33.04,11.42,32.12,50.67,0.0,1003.92,32.21,10.0,286.04,9.54,327.28,134.83,45.62,1.35,82.82,41.26,320.75,305.62,56.33,40.0,89.71,50.96,5.96
789,PM10,2017-09-06,128.79,2017.0,9.0,6.0,11.5,13.65,141.34,33.0,1.46,100.7,7.06,58.02,61.34,35.0,30.0,11.6,8.0,4.79,20.67,36.71,36.71,33.12,9.58,33.71,48.29,0.0,1003.62,32.29,9.96,259.83,7.75,106.67,14.11,27.98,1.51,137.65,63.5,102.25,23.04,34.5,28.25,83.96,78.83,5.54
790,PM10,2017-09-07,141.5,2017.0,9.0,7.0,11.5,21.51,155.72,17.57,2.06,39.55,55.92,52.28,122.92,31.0,28.0,11.6,6.0,4.46,21.71,33.67,33.67,30.29,7.62,38.29,60.38,0.04,1004.83,29.42,9.29,252.42,6.29,159.75,19.72,17.91,2.18,40.42,118.83,139.5,32.33,21.92,71.88,39.88,138.42,6.0
791,NOx,2017-09-08,115.25,2017.0,9.0,8.0,11.5,15.97,95.77,15.33,2.33,18.82,43.29,59.64,112.25,37.0,27.0,11.6,8.0,4.92,20.83,36.79,36.79,33.17,5.92,15.58,49.54,0.0,1005.21,31.75,10.0,239.96,5.25,81.57,12.9,15.97,2.07,19.36,94.33,81.17,20.88,19.38,71.88,18.92,113.83,6.0
792,NOx,2017-09-09,224.29,2017.0,9.0,9.0,11.5,4.99,128.71,18.52,1.38,58.23,32.8,44.64,177.82,37.0,29.0,11.6,8.0,5.04,20.08,38.0,38.0,34.58,8.46,9.0,44.0,0.0,1003.92,32.88,10.0,272.54,7.25,118.84,6.76,18.15,1.23,56.78,204.88,112.38,10.83,22.21,37.29,58.5,224.29,6.0
793,PM10,2017-09-10,276.58,2017.0,9.0,10.0,11.5,17.09,294.04,44.58,3.04,29.69,152.09,82.97,211.66,38.0,29.0,11.6,8.0,5.12,19.46,38.92,38.92,35.75,8.88,6.58,39.75,0.0,1004.21,33.58,10.0,172.25,7.46,277.06,32.56,32.26,3.18,30.32,196.58,276.58,53.71,39.79,103.25,29.83,216.08,6.0
794,PM10,2017-09-11,983.62,2017.0,9.0,11.0,12.85,495.31,841.46,24.97,4.65,18.62,274.78,148.92,394.58,39.0,30.0,11.6,8.0,3.85,18.38,37.46,37.46,35.08,6.15,8.15,38.31,0.0,1006.08,33.08,10.0,212.38,5.23,851.27,514.45,26.7,5.49,22.75,323.1,983.62,599.38,32.85,143.08,22.38,334.62,6.0
795,PM2.5,2017-09-12,349.5,2017.0,9.0,12.0,11.75,226.35,391.45,52.15,2.5,22.67,105.12,130.13,136.29,37.0,30.0,11.6,8.0,4.7,17.15,36.45,36.45,34.9,7.25,6.05,35.5,0.0,1006.2,32.65,10.0,293.5,6.3,328.44,184.91,53.6,3.08,23.2,211.66,321.25,349.5,66.45,112.85,22.7,231.15,6.0
796,NOx,2017-09-13,281.21,2017.0,9.0,13.0,11.5,15.41,152.33,18.96,1.53,53.71,44.14,54.4,256.62,38.0,30.0,11.6,8.0,5.04,19.04,39.12,39.12,35.92,6.42,4.25,38.04,0.0,1005.79,33.04,10.0,147.33,5.42,135.58,10.35,19.09,1.47,53.91,261.78,123.38,16.88,23.29,34.62,55.92,281.21,6.0
797,NOx,2017-09-14,244.71,2017.0,9.0,14.0,11.5,10.0,189.28,20.81,1.96,43.44,49.69,66.67,248.2,34.0,29.0,8.9,8.0,4.54,20.04,36.67,36.67,33.62,4.46,23.25,45.12,0.0,1004.92,31.75,10.0,163.25,3.79,169.16,15.56,19.48,1.88,50.07,225.33,145.67,25.5,23.79,58.0,51.5,244.71,6.0
798,NOx,2017-09-15,263.83,2017.0,9.0,15.0,11.5,6.37,161.28,21.38,1.33,54.91,23.9,60.08,240.41,37.0,29.0,11.6,8.0,5.04,18.58,36.83,36.83,34.38,7.21,15.46,40.5,0.0,1004.0,32.62,10.0,336.25,5.92,181.52,8.27,22.17,1.47,53.94,244.3,154.0,13.33,27.21,51.0,55.5,263.83,6.0
799,NOx,2017-09-16,255.96,2017.0,9.0,16.0,11.5,22.91,170.96,22.79,1.37,44.47,12.06,66.13,221.06,34.0,29.0,10.2,8.0,4.67,16.71,32.62,32.62,31.83,7.17,39.75,40.29,0.0,1003.96,30.83,10.0,253.62,5.88,165.07,14.37,21.99,1.41,43.71,236.43,143.0,23.58,26.92,33.71,43.21,255.96,6.0
800,NOx,2017-09-17,189.21,2017.0,9.0,17.0,11.5,10.75,126.07,19.69,1.04,59.29,6.18,43.34,137.95,37.0,29.0,11.6,8.0,4.92,14.33,32.83,32.83,32.67,10.67,33.62,33.67,0.0,1003.17,31.88,10.0,319.92,8.12,148.52,17.3,21.08,1.05,58.49,169.77,132.0,28.29,25.88,41.58,59.21,189.21,6.0
801,NOx,2017-09-18,181.75,2017.0,9.0,18.0,11.5,6.12,145.43,20.59,1.16,71.05,7.6,55.79,176.2,38.0,28.0,11.6,8.0,5.08,13.54,34.21,34.21,34.08,9.92,10.67,30.04,0.0,1002.71,32.5,10.0,278.54,8.25,136.67,10.11,19.64,1.18,69.05,162.26,124.29,16.5,24.04,43.08,71.88,181.75,6.0
